,grid_type,number_lights,height,width,mean,std,min,1,5,10,90,95,99,max
447,spiral,49,5,15.0,122.88266503418019,17.7250683966892,58.0,81.0,93.0,99.0,145.0,151.0,161.0,183.0
448,spiral,49,10,7.5,73.72329354147536,12.717727589862191,27.0,46.0,53.0,57.0,90.0,95.0,103.0,124.0
449,spiral,49,10,10.0,69.91062136516682,11.44243255433577,33.0,45.0,51.0,55.0,85.0,89.0,96.0,114.0
450,spiral,49,10,12.5,65.34374043464952,10.272846152464439,31.0,43.0,49.0,52.0,79.0,82.0,90.0,105.0
451,spiral,49,10,15.0,60.80246913580247,9.329351003614855,28.0,40.0,46.0,49.0,73.0,76.0,83.0,99.0
452,spiral,49,15,7.5,38.25140291806959,6.623479207297072,17.0,24.0,28.0,30.0,47.0,49.0,54.0,66.0
453,spiral,49,15,10.0,37.15977961432507,6.4915930275314615,14.0,23.0,27.0,29.0,46.0,48.0,53.0,65.0
454,spiral,49,15,12.5,35.71768186919702,6.385003615463304,14.0,22.0,26.0,28.0,44.0,47.0,51.0,62.0
455,spiral,49,15,15.0,34.09601061116213,6.146318599352966,12.0,21.0,24.0,26.0,42.0,45.0,49.0,57.0
456,spiral,81,1,7.5,652.282420161208,495.2922429269215,23.0,39.0,65.0,90.0,1343.0,1388.0,1453.0,1549.0
457,spiral,81,1,10.0,604.7375777981839,240.2191622214756,26.0,65.0,119.0,189.0,836.0,855.0,891.0,965.0
458,spiral,81,1,12.5,497.850423426181,83.53427180466956,67.0,152.0,325.0,416.0,570.0,583.0,607.0,646.0
459,spiral,81,1,15.0,379.94194469952043,35.68566924900549,197.0,294.0,323.0,336.0,426.0,439.0,462.0,505.0
460,spiral,81,2,7.5,533.9529639832671,305.76573809843,47.0,83.0,122.0,162.0,993.0,1038.0,1089.0,1153.0
461,spiral,81,2,10.0,482.8995000510152,165.0979581425325,68.0,117.0,178.0,236.0,679.0,698.0,728.0,768.0
462,spiral,81,2,12.5,407.16998265483113,74.37339839229647,106.0,178.0,256.0,302.0,486.0,498.0,520.0,565.0
463,spiral,81,2,15.0,326.27721661054994,33.12213133806452,144.0,226.0,266.0,284.0,365.0,374.0,390.0,428.0
464,spiral,81,3,7.5,433.16998265483113,195.72484867024633,74.0,111.0,154.0,190.0,725.0,767.0,814.0,879.0
465,spiral,81,3,10.0,390.1863075196409,117.24377086306161,90.0,139.0,189.0,226.0,541.0,561.0,589.0,640.0
466,spiral,81,3,12.5,335.2350780532599,62.58832704094296,119.0,170.0,216.0,248.0,409.0,420.0,442.0,476.0
467,spiral,81,3,15.0,278.34700540761145,33.090207369455506,142.0,189.0,218.0,234.0,318.0,327.0,343.0,380.0
468,spiral,81,5,7.5,288.46546270788696,87.33855457883111,87.0,125.0,155.0,177.0,414.0,436.0,464.0,504.0
469,spiral,81,5,10.0,263.01234567901236,61.40634046861329,91.0,135.0,162.0,181.0,345.0,360.0,382.0,426.0
470,spiral,81,5,12.5,233.5174982144679,40.496519478771546,99.0,139.0,162.0,179.0,285.0,296.0,313.0,344.0
471,spiral,81,5,15.0,203.3416998265483,26.819573566734586,108.0,137.0,157.0,168.0,237.0,245.0,258.0,280.0
472,spiral,81,10,7.5,121.65881032547699,18.923193237255177,64.0,80.0,91.0,97.0,147.0,153.0,164.0,188.0
473,spiral,81,10,10.0,115.54749515355576,16.735603196362216,59.0,79.0,88.0,94.0,137.0,143.0,154.0,172.0
474,spiral,81,10,12.5,108.3877155392307,14.609024529006225,54.0,76.0,84.0,90.0,127.0,133.0,142.0,158.0
475,spiral,81,10,15.0,100.299153147638,12.890293466147948,55.0,71.0,80.0,84.0,117.0,122.0,130.0,154.0
476,spiral,81,15,7.5,63.270584634220995,8.98471311978955,34.0,44.0,49.0,52.0,75.0,78.0,85.0,100.0
477,spiral,81,15,10.0,61.455769819406186,8.592873404232158,33.0,42.0,48.0,51.0,73.0,76.0,82.0,98.0
478,spiral,81,15,12.5,59.113559840832565,8.48591027445607,30.0,40.0,46.0,48.0,70.0,73.0,80.0,90.0
479,spiral,81,15,15.0,56.51851851851852,8.139163591542419,25.0,39.0,43.0,46.0,67.0,70.0,76.0,87.0
